"","SCR_exp1","SCR_exp2","SCR_exp3","SCR_exp4","GLS_KO_exp1","GLS_KO_exp2","GLS_KO_exp3","GLS_KO_exp4"
"ENSG00000309093",5,8,4,3,15,9,4,9
"ENSG00000013275",6860,7158,9785,7771,8553,6783,8985,10082
"ENSG00000295786",1,2,4,1,2,0,2,0
"ENSG00000175564",19,31,26,45,20,20,57,59
"ENSG00000128000",182,304,230,279,262,251,323,319
"ENSG00000150787",587,522,639,630,675,499,703,809
"ENSG00000230666",0,1,0,4,0,0,5,4
"ENSG00000305386",0,4,1,0,1,1,0,0
"ENSG00000197782",296,395,281,301,442,389,390,367
"ENSG00000186866",577,728,724,774,762,682,802,877
"ENSG00000308388",0,2,4,3,1,3,3,4
"ENSG00000235316",21,35,37,16,37,22,21,22
"ENSG00000296190",1,0,3,1,3,1,1,1
"ENSG00000182000",0,0,0,0,1,0,0,0
"ENSG00000060718",561,817,860,656,1157,1025,1359,1412
"ENSG00000174521",14,25,16,14,12,11,11,20
"ENSG00000226221",477,375,806,442,431,356,418,623
"ENSG00000224165",6,9,4,3,8,9,7,1
"ENSG00000105219",1,1,3,0,5,0,0,1
"ENSG00000165389",1173,1283,531,775,1479,1240,812,939
"ENSG00000105221",3546,4444,5274,4555,5455,4488,5048,5801
"ENSG00000308179",4,16,9,2,0,9,6,6
"ENSG00000105223",1596,1830,1116,972,2250,2080,1079,1339
"ENSG00000160396",0,1,1,1,2,4,0,0
"ENSG00000163545",91,136,203,202,131,107,327,361
"ENSG00000197019",494,452,984,565,572,488,652,766
"ENSG00000277453",0,2,0,3,1,0,0,1
"ENSG00000167565",523,465,283,264,507,434,295,306
"ENSG00000090013",570,497,514,302,524,514,445,512
"ENSG00000141748",0,0,0,0,2,0,0,0
"ENSG00000160460",10,10,2,8,24,12,15,23
"ENSG00000160410",1678,1859,2072,1555,2407,1990,1841,2015
"ENSG00000105245",788,870,1114,763,1036,854,922,1031
"ENSG00000304960",1,3,0,2,0,0,0,0
"ENSG00000167578",424,476,769,434,474,375,485,570
"ENSG00000171570",33,68,55,46,60,69,52,67
"ENSG00000250247",0,0,0,0,1,1,0,0
"ENSG00000269858",1574,1535,3341,1905,1865,1509,2081,2482
"ENSG00000162398",0,2,0,0,3,0,2,0
"ENSG00000268144",2,3,7,8,5,5,11,3
"ENSG00000309514",2,8,7,2,6,6,4,6
"ENSG00000188581",0,0,0,0,0,0,0,1
"ENSG00000161132",0,0,0,1,1,0,0,2
"ENSG00000286174",0,0,1,0,0,0,0,0
"ENSG00000197446",0,0,0,1,0,1,0,0
"ENSG00000309002",0,0,0,1,0,0,0,0
"ENSG00000167601",5220,6637,12823,10978,10084,8026,15842,17634
"ENSG00000269652",0,0,1,1,0,1,0,2
"ENSG00000242087",1,0,2,0,0,3,0,0
"ENSG00000142039",1114,1357,1982,1872,1649,1361,2207,2358
"ENSG00000232560",0,1,0,0,7,7,0,0
"ENSG00000255730",0,0,0,0,0,2,0,0
"ENSG00000142046",19,20,37,12,17,14,21,29
"ENSG00000241693",0,2,0,0,0,0,0,0
"ENSG00000267162",0,2,7,5,1,2,5,2
"ENSG00000123810",115,92,156,129,125,86,130,116
"ENSG00000077348",1205,1216,2110,1322,1427,1200,1427,1581
"ENSG00000268987",0,0,0,0,0,1,0,0
"ENSG00000075568",717,1300,850,1198,1436,1206,1388,1540
"ENSG00000177191",3,3,7,6,4,0,1,6
"ENSG00000232021",21,35,35,24,29,23,22,22
"ENSG00000268034",62,93,206,118,108,79,114,156
"ENSG00000289298",0,0,0,0,0,0,3,2
"ENSG00000302581",0,0,0,0,0,0,0,1
"ENSG00000270164",0,0,1,3,1,0,0,0
"ENSG00000285658",0,0,0,0,0,0,0,1
"ENSG00000230711",1,1,1,0,0,6,2,0
"ENSG00000303430",2,4,2,0,0,2,2,6
"ENSG00000146039",0,0,4,1,0,0,2,3
"ENSG00000170956",0,0,0,0,0,1,0,0
"ENSG00000103426",0,0,0,0,22,8,7,0
"ENSG00000306611",7,8,10,12,13,4,9,17
"ENSG00000105372",19874,16181,37623,16240,20066,15896,19021,22649
"ENSG00000115194",82,109,68,43,62,82,29,36
"ENSG00000105369",0,2,1,4,1,4,3,3
"ENSG00000076928",5512,6370,8481,6080,7495,5954,6692,7437
"ENSG00000298942",1,0,0,0,0,0,0,0
"ENSG00000307105",0,0,0,0,2,4,0,1
"ENSG00000235830",1,3,0,2,3,1,0,1
"ENSG00000105404",1082,821,914,431,958,953,422,523
"ENSG00000293047",0,3,0,2,0,1,0,2
"ENSG00000285505",0,4,2,2,8,0,1,2
"ENSG00000105409",0,0,0,0,0,1,2,0
"ENSG00000295420",35,21,41,22,27,21,35,31
"ENSG00000185467",0,0,0,0,5,1,0,4
"ENSG00000028277",20,18,39,22,21,24,49,47
"ENSG00000254887",1,0,0,1,0,1,1,0
"ENSG00000157045",749,809,807,963,935,781,961,994
"ENSG00000288605",1,0,0,0,0,0,0,0
"ENSG00000160570",452,509,654,447,708,509,633,669
"ENSG00000268643",0,2,0,0,0,3,8,8
"ENSG00000289687",0,2,0,4,1,1,2,0
"ENSG00000296184",15,13,10,10,9,12,14,15
"ENSG00000079462",1169,900,1904,995,1010,842,949,1156
"ENSG00000188368",46,49,99,58,79,49,102,83
"ENSG00000105429",3006,3644,3796,2055,3848,3562,2119,2288
"ENSG00000105427",14,10,8,2,8,8,6,8
"ENSG00000213904",40,46,43,22,46,30,26,32
"ENSG00000255449",1,3,1,1,0,3,0,1
"ENSG00000298642",1,1,5,1,0,0,2,0
"ENSG00000288698",38,0,0,0,0,0,6,17
"ENSG00000079435",28,38,17,21,43,31,21,38
"ENSG00000271918",24,29,45,28,25,21,28,21
"ENSG00000267046",1,0,0,0,0,0,2,0
"ENSG00000268605",0,0,0,0,0,0,0,2
"ENSG00000265399",0,0,0,4,0,0,0,2
"ENSG00000268593",0,0,0,0,3,0,0,3
"ENSG00000269374",60,73,86,68,76,75,64,62
"ENSG00000177076",24,45,23,55,46,29,37,51
"ENSG00000290041",2,1,2,3,1,3,3,2
"ENSG00000198526",0,0,2,0,0,0,0,1
"ENSG00000243167",5,0,6,3,1,1,4,3
"ENSG00000305687",3,10,3,4,10,13,0,0
"ENSG00000267265",9,20,36,28,26,12,25,26
"ENSG00000107021",689,962,1081,1099,1167,887,1284,1454
"ENSG00000174373",305,516,304,467,574,518,539,647
"ENSG00000243137",0,0,0,1,0,0,1,6
"ENSG00000241104",0,0,3,1,1,0,0,0
"ENSG00000204936",0,2,0,4,0,0,1,2
"ENSG00000203926",0,7,46,4,0,5,0,30
"ENSG00000165584",4,9,13,5,16,3,15,8
"ENSG00000105755",963,1019,709,560,1266,1008,746,858
"ENSG00000176472",46,72,71,67,82,56,85,78
"ENSG00000073050",1135,1224,1899,1238,1498,1296,1437,1573
"ENSG00000099284",186,236,284,200,228,228,172,181
"ENSG00000072422",79,149,64,66,105,97,42,50
"ENSG00000179915",0,0,0,0,1,0,0,0
"ENSG00000131116",362,272,718,297,334,232,306,335
"ENSG00000307839",5,5,4,1,4,3,3,5
"ENSG00000105771",1344,1525,2932,2006,1686,1436,2434,2741
"ENSG00000270159",0,0,0,0,0,0,0,1
"ENSG00000296816",8,10,6,12,9,8,13,7
"ENSG00000104783",2760,2941,3718,2202,2876,2411,1979,2093
"ENSG00000176222",23,46,53,40,39,32,49,86
"ENSG00000286613",3,1,2,0,1,1,0,5
"ENSG00000251111",2,0,1,0,0,0,2,3
"ENSG00000124459",489,867,735,812,949,809,982,1108
"ENSG00000122033",371,320,537,497,383,360,599,618
"ENSG00000290700",0,0,4,3,5,0,2,6
"ENSG00000277806",1,3,1,1,0,1,0,2
"ENSG00000266921",22,26,19,21,27,20,28,21
"ENSG00000178386",69,118,63,75,141,60,105,117
"ENSG00000308674",11,26,29,33,31,17,35,26
"ENSG00000178338",150,245,201,218,263,165,296,303
"ENSG00000186026",230,248,197,185,290,193,260,244
"ENSG00000186019",62,114,66,109,81,66,104,123
"ENSG00000289428",7,14,7,8,15,9,11,4
"ENSG00000263002",236,406,362,362,356,354,449,498
"ENSG00000135778",669,650,697,667,735,663,764,800
"ENSG00000279103",2,4,2,0,1,3,1,0
"ENSG00000159915",9,16,12,9,11,11,11,12
"ENSG00000124116",4,8,8,8,4,4,5,3
"ENSG00000270679",0,0,0,0,0,0,1,0
"ENSG00000095752",58,72,57,48,79,58,68,61
"ENSG00000267048",2,4,21,2,6,8,6,8
"ENSG00000267508",44,34,64,69,35,30,72,78
"ENSG00000266903",6,10,9,3,6,9,4,4
"ENSG00000083812",645,915,1124,756,1000,850,898,1008
"ENSG00000166887",1569,2185,1739,1786,2327,2036,1818,2084
"ENSG00000261959",26,52,18,30,41,28,23,25
"ENSG00000278318",76,130,126,162,131,110,171,182
"ENSG00000173231",2,2,12,5,5,5,5,5
"ENSG00000290023",5,2,1,2,4,1,4,2
"ENSG00000176761",1,1,0,4,0,2,6,0
"ENSG00000167384",315,342,388,476,402,299,503,569
"ENSG00000156171",350,358,323,336,434,371,462,466
"ENSG00000205334",1,4,0,1,3,2,3,1
"ENSG00000101846",0,0,1,0,1,0,0,1
"ENSG00000272338",10,7,5,11,9,4,5,4
"ENSG00000288773",5,9,10,3,7,9,7,10
"ENSG00000302962",3,7,17,9,5,5,3,18
"ENSG00000267282",1,0,0,0,0,0,0,0
"ENSG00000130203",7,1,11,4,5,5,6,6
"ENSG00000130208",64,75,82,35,75,60,59,73
"ENSG00000291128",1,1,1,0,1,1,0,0
"ENSG00000214855",0,0,0,0,0,0,2,0
"ENSG00000012061",3638,3739,4613,2906,4388,3627,3412,3858
"ENSG00000224916",0,2,0,0,0,0,0,0
"ENSG00000234906",1,0,0,0,2,0,1,0
"ENSG00000260949",1,4,3,6,8,2,6,8
"ENSG00000267114",0,1,0,1,0,0,0,0
"ENSG00000267422",12,16,23,14,21,9,14,14
"ENSG00000104853",3944,4958,5248,4740,6177,5325,5465,6331
"ENSG00000296902",5,0,0,0,0,4,0,1
"ENSG00000142252",633,584,741,566,627,539,696,799
"ENSG00000104866",578,536,1403,614,676,581,692,785
"ENSG00000189114",300,356,338,313,340,340,342,357
"ENSG00000283632",0,0,2,0,0,1,0,0
"ENSG00000307301",0,0,0,0,1,0,1,0
"ENSG00000104884",1194,1444,2203,1473,1549,1272,1867,2142
"ENSG00000308000",0,0,0,0,0,0,0,1
"ENSG00000104881",66,86,155,122,127,86,137,184
"ENSG00000107521",1187,1487,1235,1180,1617,1364,1228,1475
"ENSG00000213889",27,47,16,11,37,24,16,14
"ENSG00000125741",1096,1259,1705,1387,1604,1228,1521,1523
"ENSG00000177464",0,1,0,2,0,0,3,0
"ENSG00000177051",356,429,528,379,508,462,436,530
"ENSG00000279407",34,54,31,32,57,31,36,45
"ENSG00000295209",5,3,20,6,6,5,9,9
"ENSG00000104936",463,691,1538,787,619,526,869,1026
"ENSG00000185800",1461,1575,2319,1591,1985,1695,1773,2062
"ENSG00000125755",4487,5313,8654,4917,6328,5102,5677,6368
"ENSG00000282936",101,181,195,151,172,109,233,192
"ENSG00000176182",344,282,354,308,378,321,323,397
"ENSG00000063601",898,1188,1095,1377,1571,1139,1600,1840
"ENSG00000213383",6,8,20,7,8,10,15,19
"ENSG00000287033",0,1,4,4,1,1,2,2
"ENSG00000104983",108,108,193,103,114,97,98,100
"ENSG00000008438",0,3,0,0,2,1,0,0
"ENSG00000294277",0,0,1,0,0,0,0,0
"ENSG00000268401",4,2,4,2,0,1,5,1
"ENSG00000161558",128,188,159,166,220,182,193,225
"ENSG00000268053",0,1,0,0,0,0,0,0
"ENSG00000268621",0,0,0,1,0,4,0,2
"ENSG00000188293",0,0,0,1,0,0,1,2
"ENSG00000305748",0,0,0,1,0,0,0,0
"ENSG00000111817",347,406,259,368,478,383,390,430
"ENSG00000269151",9,16,8,10,18,7,7,15
"ENSG00000169515",2,3,0,0,3,3,0,0
"ENSG00000249353",1399,1388,3694,1788,1670,1255,2044,2552
"ENSG00000291145",66,60,94,79,58,62,62,91
"ENSG00000273245",0,1,0,1,0,0,1,0
"ENSG00000230510",0,4,7,11,3,5,0,6
"ENSG00000162460",0,0,0,0,0,0,0,1
"ENSG00000245598",2,8,9,3,4,1,3,7
"ENSG00000109971",33230,37642,64915,62462,54665,41285,75829,81644
"ENSG00000090372",3312,3620,4615,2994,4049,3316,3383,3722
"ENSG00000160803",3366,4164,5062,4332,5139,3960,4527,5097
"ENSG00000286085",0,1,0,0,0,0,0,0
"ENSG00000301548",0,0,0,0,1,0,2,0
"ENSG00000136950",1071,964,1562,1092,1121,905,1383,1526
"ENSG00000048707",519,1070,643,670,1093,925,724,868
"ENSG00000160007",3548,5014,4056,3274,5744,5131,4101,4267
"ENSG00000130751",454,487,457,229,418,425,256,338
"ENSG00000230918",0,0,0,0,1,0,0,0
"ENSG00000130749",1114,1411,2283,1714,1621,1314,1912,2049
"ENSG00000161010",1093,1520,2193,1887,1695,1216,2781,2734
"ENSG00000142230",5112,5217,6997,5710,6556,5156,6567,7496
"ENSG00000290122",1,0,0,0,0,0,0,0
"ENSG00000264880",0,0,0,1,0,0,1,0
"ENSG00000289915",29,40,17,13,47,51,29,22
"ENSG00000298666",0,0,3,0,1,0,3,3
"ENSG00000197405",8,2,2,11,2,6,8,11
"ENSG00000107249",311,593,427,572,760,678,778,917
"ENSG00000177885",3994,4486,5014,4484,5370,4361,5146,5807
"ENSG00000288827",15,26,46,26,23,23,40,49
"ENSG00000275963",1,4,1,2,2,6,1,0
"ENSG00000118160",0,1,0,0,2,0,0,2
"ENSG00000268061",91,71,72,61,90,72,63,58
"ENSG00000103544",1324,1665,1534,1562,2044,1635,1780,1956
"ENSG00000118156",0,1,0,0,0,0,1,0
"ENSG00000136870",231,280,181,273,352,278,278,311
"ENSG00000269656",0,1,0,0,0,1,2,1
"ENSG00000105549",0,0,1,0,0,0,0,0
"ENSG00000105499",5,2,10,3,5,2,5,4
"ENSG00000134627",1,0,0,1,0,1,0,0
"ENSG00000206195",671,932,682,974,1062,906,1083,1172
"ENSG00000268583",8,8,5,1,5,0,5,7
"ENSG00000304706",5,1,2,7,1,3,2,1
"ENSG00000268186",0,2,1,1,0,0,3,1
"ENSG00000105467",2,7,2,1,1,3,4,1
"ENSG00000279306",5,2,3,0,3,3,1,2
"ENSG00000105438",4197,4397,3052,3678,5234,4470,4199,4775
"ENSG00000182324",36,39,105,65,49,28,71,92
"ENSG00000268530",5,3,7,6,0,9,5,7
"ENSG00000105443",1450,1594,2572,1513,1782,1219,1654,1814
"ENSG00000102144",16021,18457,16996,18574,22716,18269,21718,24020
"ENSG00000301887",1,1,2,1,2,1,0,0
"ENSG00000196605",35,44,29,32,37,34,44,50
"ENSG00000179695",0,2,0,0,0,0,0,0
"ENSG00000105523",0,3,5,4,4,0,3,3
"ENSG00000268093",1,10,2,2,5,6,13,2
"ENSG00000063176",924,924,1730,1012,1196,979,1121,1336
"ENSG00000105516",289,209,249,183,372,265,245,283
"ENSG00000063180",269,289,125,84,281,268,97,91
"ENSG00000214544",1,1,0,5,0,0,0,8
"ENSG00000307158",0,3,4,0,0,4,1,0
"ENSG00000182264",0,1,0,0,1,1,1,2
"ENSG00000234390",12,24,23,40,20,16,29,35
"ENSG00000105550",0,0,0,0,0,0,2,0
"ENSG00000105552",1015,1006,1354,937,1254,1017,1270,1433
"ENSG00000196776",1357,1442,1035,1314,1729,1541,1492,1595
"ENSG00000286024",4,3,9,2,4,5,4,2
"ENSG00000105559",1861,1833,2639,1319,2164,1677,1183,1217
"ENSG00000087074",1135,1104,2715,1641,1313,1080,2325,2842
"ENSG00000104808",2,6,1,2,3,4,4,3
"ENSG00000184984",0,1,0,1,3,1,0,1
"ENSG00000243297",0,0,2,0,3,0,0,0
"ENSG00000087088",2338,2291,5006,2997,2526,2106,3489,3930
"ENSG00000183207",7574,6909,12586,6925,8319,6836,7836,8864
"ENSG00000239523",37,37,47,44,64,41,57,64
"ENSG00000308373",1,0,4,0,1,2,4,3
"ENSG00000104826",3,9,12,3,6,2,5,8
"ENSG00000104827",0,0,1,0,0,0,1,0
"ENSG00000267335",0,2,0,0,0,0,1,0
"ENSG00000260763",0,1,0,0,1,0,2,0
"ENSG00000139343",2397,1961,3453,2413,2168,1768,2670,3135
"ENSG00000267631",0,0,0,1,0,0,0,0
"ENSG00000233806",20,33,15,21,27,17,15,15
"ENSG00000213030",4,0,11,9,3,1,14,17
"ENSG00000299502",0,1,1,3,3,1,2,3
"ENSG00000304983",0,0,0,0,1,0,0,0
"ENSG00000135074",208,301,317,331,379,336,443,524
"ENSG00000225950",0,3,2,1,0,1,0,3
"ENSG00000268287",0,0,1,1,0,1,0,0
"ENSG00000240376",173,135,284,146,171,181,124,213
"ENSG00000104848",2,2,0,0,1,0,0,0
"ENSG00000294839",0,0,1,0,0,0,0,0
"ENSG00000104863",41,32,55,28,45,39,36,42
"ENSG00000174827",3,14,11,7,5,7,10,10
"ENSG00000221916",5,9,21,8,11,9,15,8
"ENSG00000177380",242,287,385,194,325,221,224,244
"ENSG00000165661",1366,1728,1488,1659,1971,1728,2057,2173
"ENSG00000272655",0,12,0,17,14,21,46,27
"ENSG00000297851",0,0,0,0,1,1,0,0
"ENSG00000063244",7261,8055,15601,11376,10356,7964,14551,16491
"ENSG00000235555",5,9,15,4,9,11,4,8
"ENSG00000172350",12,25,4,13,26,15,10,18
"ENSG00000236700",4,1,0,4,0,0,3,2
"ENSG00000104888",1,3,6,3,0,1,2,1
"ENSG00000295246",1,0,1,0,1,2,4,4
"ENSG00000305589",45,54,90,37,31,22,55,47
"ENSG00000161618",1591,1405,2950,1405,1652,1604,1451,1798
"ENSG00000283314",0,0,1,0,0,0,0,0
"ENSG00000230772",0,0,0,1,0,0,0,0
"ENSG00000117597",985,1426,1402,1731,1686,1504,1992,2203
"ENSG00000104870",0,1,3,0,0,2,0,0
"ENSG00000285230",33,52,27,27,46,47,51,23
"ENSG00000304011",1,0,0,0,0,0,0,1
"ENSG00000142552",197,202,278,110,192,169,113,114
"ENSG00000144730",36,42,23,20,26,43,26,16
"ENSG00000268636",0,0,0,3,5,2,3,0
"ENSG00000186431",0,0,0,0,1,0,0,0
"ENSG00000066044",3350,3503,3901,3766,4277,3478,4220,4972
"ENSG00000126458",420,367,376,309,547,483,340,402
"ENSG00000126453",719,648,1078,646,779,617,743,1011
"ENSG00000169169",7,13,40,18,25,9,41,47
"ENSG00000231084",5,5,5,7,8,9,3,5
"ENSG00000088002",9,15,7,1,10,8,4,4
"ENSG00000131043",1218,1661,1708,1713,1945,1593,2157,2360
"ENSG00000255327",3,0,2,3,5,1,0,5
"ENSG00000010361",1212,1181,1484,859,1211,1107,849,1010
"ENSG00000269194",9,8,40,12,14,9,10,14
"ENSG00000295248",0,0,2,0,0,0,0,0
"ENSG00000104973",1422,1513,2007,1412,1831,1536,1541,1896
"ENSG00000104960",2555,2635,3816,2238,2933,2439,2287,2505
"ENSG00000279640",1,1,0,2,1,1,0,1
"ENSG00000268047",4,20,12,14,10,12,20,29
"ENSG00000204673",3531,4082,4442,4381,4898,4020,4908,5436
"ENSG00000104946",765,878,940,621,1075,872,680,718
"ENSG00000303240",4,5,3,6,6,5,3,4
"ENSG00000104951",1,0,2,1,2,5,1,5
"ENSG00000161643",1,0,2,2,4,0,6,2
"ENSG00000298320",0,7,2,2,5,3,5,3
"ENSG00000269091",1,3,4,4,4,4,11,9
"ENSG00000204666",0,7,1,0,3,0,0,0
"ENSG00000298861",0,1,0,0,0,0,0,0
"ENSG00000269068",3,13,10,12,12,7,14,11
"ENSG00000287001",4,4,9,3,5,6,6,5
"ENSG00000105357",1917,1806,3849,1620,2403,2082,1641,1710
"ENSG00000276002",0,0,0,0,0,0,0,1
"ENSG00000131398",132,189,94,105,228,209,147,181
"ENSG00000244222",1,0,0,0,0,0,0,0
"ENSG00000131400",14,20,22,25,21,22,15,19
"ENSG00000269392",0,1,0,0,1,0,2,0
"ENSG00000062822",2447,2655,5426,2909,3210,2687,3260,3935
"ENSG00000269053",1,0,0,0,0,0,1,0
"ENSG00000269404",1,8,35,10,20,2,22,29
"ENSG00000147316",444,590,572,587,712,588,714,889
"ENSG00000086967",0,0,0,0,0,1,0,0
"ENSG00000134827",32,43,7,29,129,95,71,78
"ENSG00000161677",674,476,1092,323,630,505,437,530
"ENSG00000131409",1132,1084,868,476,1272,1338,437,528
"ENSG00000161681",0,4,8,5,3,3,9,18
"ENSG00000105472",25,13,37,21,21,27,26,20
"ENSG00000227499",0,1,1,1,0,1,0,1
"ENSG00000142511",0,0,0,0,0,0,0,3
"ENSG00000288663",61,96,108,134,142,82,183,196
"ENSG00000256278",0,0,1,0,1,0,2,0
"ENSG00000293414",0,5,2,6,5,5,2,5
"ENSG00000180279",0,0,0,1,0,0,0,0
"ENSG00000155906",499,576,452,598,702,570,605,639
"ENSG00000228674",0,0,0,0,0,0,0,1
"ENSG00000309032",1,1,0,1,1,0,1,9
"ENSG00000167754",0,0,0,0,0,1,0,0
"ENSG00000230314",3,5,4,5,10,6,1,2
"ENSG00000226828",2,1,0,1,1,1,0,0
"ENSG00000100711",207,212,303,264,253,240,280,333
"ENSG00000119669",2342,2440,1770,1365,2387,2125,1212,1508
"ENSG00000241746",10,5,9,2,8,6,4,9
"ENSG00000258806",0,2,0,0,0,1,0,0
"ENSG00000129437",1,2,2,1,2,6,2,6
"ENSG00000260298",2,0,5,1,1,0,1,1
"ENSG00000142544",84,85,293,143,113,109,169,212
"ENSG00000129450",1,0,0,0,0,3,0,1
"ENSG00000005981",11,8,1,6,15,17,2,5
"ENSG00000168995",0,0,1,1,2,1,0,0
"ENSG00000291114",1,5,11,11,6,4,3,7
"ENSG00000308906",1,2,0,0,0,0,0,0
"ENSG00000268336",0,0,1,1,0,0,0,0
"ENSG00000142549",11,10,15,10,6,10,4,9
"ENSG00000287097",2,0,3,7,4,5,3,3
"ENSG00000186806",130,164,141,104,192,195,129,159
"ENSG00000286660",0,0,0,0,0,0,0,1
"ENSG00000105379",3909,3310,4571,2025,3600,3042,2045,2345
"ENSG00000263938",2,0,0,0,3,0,0,0
"ENSG00000269403",7,4,25,6,4,9,16,3
"ENSG00000141424",3411,3969,3135,3037,4781,4276,3425,3690
"ENSG00000160318",11,28,24,12,22,8,14,10
"ENSG00000105374",2,3,4,2,2,1,1,4
"ENSG00000296205",0,0,4,0,0,0,0,0
"ENSG00000272273",192,201,25,156,289,164,109,98
"ENSG00000224387",0,0,0,0,0,0,1,0
"ENSG00000102974",1298,1676,2373,2013,2054,1629,2254,2420
"ENSG00000220161",25,16,38,18,22,11,37,28
"ENSG00000289037",12,15,7,6,12,9,12,6
"ENSG00000024862",288,218,277,214,232,237,254,247
"ENSG00000282278",28,45,0,29,0,0,0,0
"ENSG00000235081",4,5,10,2,3,4,4,10
"ENSG00000293835",0,1,0,0,0,0,0,0
"ENSG00000169550",95,124,30,62,105,96,41,52
"ENSG00000269388",0,0,0,0,0,0,1,0
"ENSG00000287110",15,51,36,48,31,17,69,64
"ENSG00000107679",813,1212,551,835,1315,1112,878,982
"ENSG00000235221",55,123,53,52,84,76,84,89
"ENSG00000155926",0,0,0,0,0,0,0,1
"ENSG00000182310",78,81,154,81,102,79,112,114
"ENSG00000298915",0,0,0,0,0,0,0,2
"ENSG00000144366",1468,1881,993,1744,2051,1832,1660,1678
"ENSG00000105509",0,1,0,1,0,0,0,0
"ENSG00000157168",73,102,695,537,239,138,1337,1537
"ENSG00000306779",1,1,0,0,0,0,0,1
"ENSG00000171049",1,0,0,0,0,0,0,0
"ENSG00000198727",8758,27481,8422,31762,24075,16024,39022,38887
"ENSG00000161551",54,65,75,75,70,35,99,94
"ENSG00000205268",382,478,361,414,458,372,436,461
"ENSG00000283236",8,4,10,2,3,3,0,4
"ENSG00000184368",1,0,0,1,1,0,2,1
"ENSG00000198093",89,153,123,143,159,141,177,202
"ENSG00000298273",0,0,1,1,0,0,0,1
"ENSG00000128641",1096,1463,1543,1593,1657,1356,2609,2764
"ENSG00000103423",2343,3144,3979,3853,3930,3178,4644,5292
"ENSG00000176024",52,74,96,80,96,74,112,113
"ENSG00000256683",72,83,99,121,82,72,168,154
"ENSG00000297250",2,2,5,2,2,2,2,4
"ENSG00000300777",0,0,1,0,0,0,2,1
"ENSG00000257191",1,0,1,0,0,0,0,1
"ENSG00000258940",12,9,4,6,8,12,6,3
"ENSG00000204611",166,203,220,246,186,173,243,263
"ENSG00000125931",53,47,32,23,40,49,13,22
"ENSG00000267827",0,8,0,0,0,0,0,0
"ENSG00000243680",44,65,71,61,36,57,59,52
"ENSG00000184012",0,0,0,0,3,0,0,1
"ENSG00000196267",12,19,34,40,52,34,40,63
"ENSG00000155096",4887,6091,4076,5924,7392,5981,6957,7497
"ENSG00000215472",5,26,63,12,34,0,11,40
"ENSG00000105568",7888,8595,11997,8948,10655,8600,10329,11807
"ENSG00000270820",16,45,30,31,37,21,38,57
"ENSG00000198464",226,411,286,536,411,318,665,660
"ENSG00000287528",3,7,15,4,12,3,8,8
"ENSG00000269535",0,0,0,0,1,1,0,0
"ENSG00000287042",21,25,39,27,2,14,25,26
"ENSG00000288253",0,0,0,1,0,0,1,0
"ENSG00000167766",51,73,85,102,118,72,159,150
"ENSG00000141564",1660,2374,3313,2528,2795,2387,2773,3131
"ENSG00000288953",12,18,11,17,14,5,19,34
"ENSG00000255875",5,6,8,4,4,7,2,9
"ENSG00000265681",10736,9665,12052,9562,12159,10048,12260,13475
"ENSG00000182986",164,187,226,254,239,182,349,400
"ENSG00000279207",154,253,148,211,276,211,236,234
"ENSG00000306366",0,2,0,2,4,6,10,13
"ENSG00000269646",0,1,0,0,0,0,0,0
"ENSG00000105889",596,662,641,546,651,526,595,637
"ENSG00000180257",58,74,72,90,86,82,115,164
"ENSG00000300971",0,4,3,4,5,8,2,2
"ENSG00000183760",0,0,0,0,1,0,0,1
"ENSG00000242779",0,6,0,0,0,0,0,0
"ENSG00000250853",9,9,8,6,11,9,5,9
"ENSG00000170954",0,0,0,0,0,0,0,1
"ENSG00000197928",5,9,4,10,0,0,7,1
"ENSG00000270135",0,1,0,0,0,2,0,0
"ENSG00000231431",0,8,0,1,3,0,0,5
"ENSG00000144331",7,4,3,1,9,4,4,2
"ENSG00000290569",71,104,70,65,119,118,108,71
"ENSG00000173821",1791,4212,2090,1984,3518,3537,2076,2489
"ENSG00000243538",40,24,137,34,31,26,36,59
"ENSG00000189348",0,0,0,0,0,1,0,0
"ENSG00000182580",1641,1844,1768,1213,2019,1653,982,1123
"ENSG00000304846",0,0,0,0,0,0,0,2
"ENSG00000109321",13,5,13,5,4,10,8,16
"ENSG00000299888",1,2,4,5,5,6,5,6
"ENSG00000249435",0,0,0,0,0,0,1,0
"ENSG00000005513",568,512,453,336,565,574,200,219
"ENSG00000241015",41,28,72,20,0,33,26,19
"ENSG00000198346",89,101,114,139,97,88,133,162
"ENSG00000225462",16,4,6,15,10,3,7,9
"ENSG00000250731",5,6,14,2,11,7,12,2
"ENSG00000135702",14,12,9,9,4,3,7,14
"ENSG00000241434",2,0,0,0,0,0,0,0
"ENSG00000198883",0,0,0,1,0,0,0,0
"ENSG00000263126",20,28,33,30,32,28,38,45
"ENSG00000115523",0,0,0,0,1,0,0,1
"ENSG00000232228",38,54,137,84,55,57,73,112
"ENSG00000196821",1872,2051,2866,1835,2436,2211,2189,2397
"ENSG00000123091",1570,1680,1070,1504,2137,1742,1907,2113
"ENSG00000100292",590,618,1603,1173,943,698,1739,2029
"ENSG00000290643",0,20,6,9,24,41,18,62
"ENSG00000178752",129,159,86,98,175,166,140,132
"ENSG00000225505",0,0,0,0,0,0,0,1
"ENSG00000181722",43,109,42,35,85,176,54,73
"ENSG00000229000",1,1,0,0,0,0,1,1
